Gene	Accession	Chromosome	End	Start	Strand
4933400F21Rik	ENSMUSG00000102009	1	89683908	89650529	-
Gbx2	ENSMUSG00000034486	1	89931179	89927956	-
Asb18	ENSMUSG00000067081	1	90014666	89950220	-
Iqca	ENSMUSG00000026301	1	90153401	90042132	-
Gm28721	ENSMUSG00000101951	1	90260120	90255276	-
Gm28722	ENSMUSG00000101997	1	90454501	90453394	-
Col6a3	ENSMUSG00000048126	1	90843971	90765923	-
Rab17	ENSMUSG00000026304	1	90969661	90958133	-
Gm28199	ENSMUSG00000100791	1	90975260	90974459	-
Gm17090	ENSMUSG00000090322	1	91321101	91305092	-
Ilkap	ENSMUSG00000026309	1	91398815	91373861	-
1700020N18Rik	ENSMUSG00000100253	1	91406029	91404879	-
Hes6	ENSMUSG00000067071	1	91414038	91411483	-
Per2	ENSMUSG00000055866	1	91459324	91415982	-
Gm29100	ENSMUSG00000100980	1	91802937	91798528	-
Hdac4	ENSMUSG00000026313	1	92195699	91928779	-
Ndufa10	ENSMUSG00000026260	1	92473860	92439010	-
Olfr1416	ENSMUSG00000067064	1	92485113	92475925	-
Olfr1415	ENSMUSG00000057464	1	92496101	92489101	-
Olfr1414	ENSMUSG00000042849	1	92518661	92506366	-
1700054K02Rik	ENSMUSG00000097001	1	92572749	92572374	-
Cops9	ENSMUSG00000073616	1	92641985	92637145	-
Otos	ENSMUSG00000044055	1	92648841	92644218	-
Gm29483	ENSMUSG00000100546	1	92717202	92714234	-
Gm29482	ENSMUSG00000099665	1	92760480	92759213	-
Gm29481	ENSMUSG00000100781	1	92837896	92820958	-
Gm29480	ENSMUSG00000101995	1	92848771	92842177	-
Ankmy1	ENSMUSG00000034212	1	92902906	92859803	-
5033417F24Rik	ENSMUSG00000097251	1	92910764	92908378	-
9430060I03Rik	ENSMUSG00000100632	1	92950590	92933526	-
Kif1a	ENSMUSG00000014602	1	93101951	93015464	-
Gm28086	ENSMUSG00000101378	1	93124103	93122931	-
Mab21l4	ENSMUSG00000034159	1	93160948	93151349	-
Mterf4	ENSMUSG00000026273	1	93305915	93299211	-
Pask	ENSMUSG00000026274	1	93343482	93308770	-
Hdlbp	ENSMUSG00000034088	1	93478815	93405940	-
Stk25	ENSMUSG00000026277	1	93658659	93619751	-
Thap4	ENSMUSG00000026279	1	93754864	93701935	-
Dtymk	ENSMUSG00000026281	1	93801934	93792576	-
Pdcd1	ENSMUSG00000026285	1	94052553	94038305	-
St8sia4	ENSMUSG00000040710	1	95667571	95587682	-
4930598F16Rik	ENSMUSG00000100777	1	95716518	95701184	-
1700063A18Rik	ENSMUSG00000100062	1	96021758	95990659	-
Gm29601	ENSMUSG00000100336	1	96556703	96543059	-
4930533P14Rik	ENSMUSG00000100589	1	96662573	96612057	-
Slco4c1	ENSMUSG00000040693	1	96872171	96816270	-
Gm28901	ENSMUSG00000100454	1	97025565	97024516	-
Slco6c1	ENSMUSG00000026331	1	97128301	97059038	-
D1Ertd622e	ENSMUSG00000044768	1	97662074	97606318	-
Ppip5k2	ENSMUSG00000040648	1	97770411	97706048	-
Pam	ENSMUSG00000026335	1	98095646	97795114	-
B230216N24Rik	ENSMUSG00000089706	1	98057680	98031116	-
Gm28187	ENSMUSG00000099375	1	101895091	101892958	-
Gm15699	ENSMUSG00000089866	1	104912333	104911431	-
Rnf152	ENSMUSG00000047496	1	105356710	105276914	-
Gm28403	ENSMUSG00000101214	1	105569139	105382260	-
Pign	ENSMUSG00000056536	1	105663677	105518422	-
Gm28404	ENSMUSG00000100672	1	105564578	105564126	-
Gm7160	ENSMUSG00000099843	1	105990282	105979350	-
Gm20753	ENSMUSG00000101583	1	106171524	106152625	-
A530053M12Rik	ENSMUSG00000100247	1	106401987	106400178	-
Bcl2	ENSMUSG00000057329	1	106714274	106538178	-
Kdsr	ENSMUSG00000009905	1	106759727	106720459	-
Vps4b	ENSMUSG00000009907	1	106796728	106764071	-
Serpinb3a	ENSMUSG00000044594	1	107052303	107045587	-
Serpinb3d	ENSMUSG00000058017	1	107083506	107078167	-
Serpinb3b	ENSMUSG00000073602	1	107278361	107153940	-
Serpinb3c	ENSMUSG00000073601	1	107278371	107271201	-
Gm15391	ENSMUSG00000087210	1	107387412	107385200	-
Cdh19	ENSMUSG00000047216	1	110977584	110888326	-
Gm29088	ENSMUSG00000101253	1	111446645	111385690	-
Dsel	ENSMUSG00000038702	1	111864918	111858702	-
9330185C12Rik	ENSMUSG00000097648	1	113964134	113891385	-
Tsn	ENSMUSG00000026374	1	118311739	118294778	-
2900060B14Rik	ENSMUSG00000107722	1	118459267	118458652	-
Gli2	ENSMUSG00000048402	1	119053619	118834132	-
Gm29456	ENSMUSG00000099860	1	119326833	119305346	-
Inhbb	ENSMUSG00000037035	1	119422248	119415465	-
Ralb	ENSMUSG00000004451	1	119504794	119470305	-
Gm27184	ENSMUSG00000098447	1	119526359	119520090	-
3830432H09Rik	ENSMUSG00000101731	1	119536165	119529480	-
Epb41l5	ENSMUSG00000026383	1	119649000	119545037	-
Ptpn4	ENSMUSG00000026384	1	119837613	119652467	-
Tmem177	ENSMUSG00000036975	1	119913208	119907890	-
Cfap221	ENSMUSG00000036962	1	119997234	119923341	-
Tmem37	ENSMUSG00000050777	1	120074074	120067377	-
Dbi	ENSMUSG00000026385	1	120121078	120113280	-
Steap3	ENSMUSG00000026389	1	120272705	120190757	-
Marco	ENSMUSG00000026390	1	120505024	120474538	-
Gm29348	ENSMUSG00000099336	1	120857486	120847989	-
Insig2	ENSMUSG00000003721	1	121332589	121304353	-
2210011K15Rik	ENSMUSG00000101791	1	121359900	121355116	-
Gm15392	ENSMUSG00000085857	1	121493203	121489296	-
Htr5b	ENSMUSG00000050534	1	121528465	121509842	-
Ddx18	ENSMUSG00000001674	1	121567989	121553835	-
Dpp10	ENSMUSG00000036815	1	124846039	123321471	-
1700121L03Rik	ENSMUSG00000099574	1	125197455	125190282	-
Actr3	ENSMUSG00000026341	1	125435727	125392905	-
Lypd1	ENSMUSG00000026344	1	125913101	125867622	-
Nckap5	ENSMUSG00000049690	1	126830799	125913620	-
4930599A14Rik	ENSMUSG00000101600	1	126876615	126872203	-
Tmem163	ENSMUSG00000026347	1	127679548	127486546	-
2900009J06Rik	ENSMUSG00000102014	1	127774092	127753616	-
Map3k19	ENSMUSG00000051590	1	127855031	127814791	-
Zranb3	ENSMUSG00000036086	1	128103047	127954184	-
Lct	ENSMUSG00000026354	1	128328318	128284756	-
Mcm6	ENSMUSG00000026355	1	128359664	128331590	-
Dars	ENSMUSG00000026356	1	128417368	128363707	-
Cxcr4	ENSMUSG00000045382	1	128592293	128588199	-
Gm26686	ENSMUSG00000097283	1	128774421	128770599	-
Gm16081	ENSMUSG00000086633	1	130281258	130269950	-
Cd55b	ENSMUSG00000026401	1	130423009	130388537	-
Gm15675	ENSMUSG00000086825	1	130437191	130429781	-
Cd55	ENSMUSG00000026399	1	130462744	130439027	-
Zp3r	ENSMUSG00000042554	1	130629621	130576713	-
C4bp	ENSMUSG00000026405	1	130661632	130634773	-
Pfkfb2	ENSMUSG00000026409	1	130729253	130689182	-
Gm28857	ENSMUSG00000099556	1	130741327	130740162	-
Gm15848	ENSMUSG00000086706	1	130824084	130809977	-
Il24	ENSMUSG00000026420	1	130887454	130882074	-
Il20	ENSMUSG00000026416	1	130911451	130906985	-
Il19	ENSMUSG00000016524	1	130940115	130932656	-
Mapkapk2	ENSMUSG00000016528	1	131097826	131053700	-
Dyrk3	ENSMUSG00000016526	1	131138340	131127455	-
Rassf5	ENSMUSG00000026430	1	131245258	131176410	-
Ikbke	ENSMUSG00000042349	1	131279606	131254343	-
Srgap2	ENSMUSG00000026425	1	131527352	131285251	-
Gm29488	ENSMUSG00000101778	1	131409213	131406812	-
Mfsd4a	ENSMUSG00000059149	1	132068062	132022806	-
Cdk18	ENSMUSG00000026437	1	132139684	132112237	-
Gm10188	ENSMUSG00000066936	1	132229767	132229048	-
Gm29630	ENSMUSG00000101549	1	132280411	132274716	-
Tmcc2	ENSMUSG00000042066	1	132391281	132356315	-
6030442K20Rik	ENSMUSG00000097760	1	132477064	132466433	-
Cntn2	ENSMUSG00000053024	1	132543256	132509427	-
Nfasc	ENSMUSG00000026442	1	132741797	132564690	-
Mdm4	ENSMUSG00000054387	1	133030561	132959484	-
Gm28609	ENSMUSG00000101102	1	133068405	133050128	-
Gm19461	ENSMUSG00000101693	1	133269808	133250398	-
Sox13	ENSMUSG00000070643	1	133424377	133382303	-
Snrpe	ENSMUSG00000090553	1	133610291	133603871	-
Zc3h11a	ENSMUSG00000102976	1	133661380	133619862	-
Zc3h11a	ENSMUSG00000116275	1	133661380	133619871	-
Gm38394	ENSMUSG00000094410	1	133661318	133619940	-
Zbed6	ENSMUSG00000102049	1	133660885	133655879	-
Lax1	ENSMUSG00000051998	1	133690108	133679091	-
Atp2b4	ENSMUSG00000026463	1	133801041	133699457	-
Optc	ENSMUSG00000010311	1	133907999	133897199	-
Prelp	ENSMUSG00000041577	1	133921414	133910304	-
Btg2	ENSMUSG00000020423	1	134079120	134075170	-
Adora1	ENSMUSG00000042429	1	134235431	134199223	-
Ppfia4	ENSMUSG00000026458	1	134332928	134296783	-
Tmem183a	ENSMUSG00000042305	1	134361979	134346097	-
Mgat4e	ENSMUSG00000046367	1	134549682	134540941	-
Gm26783	ENSMUSG00000097435	1	134646520	134642254	-
Ppp1r12b	ENSMUSG00000073557	1	134955942	134754658	-
Lgr6	ENSMUSG00000042793	1	135105276	134983301	-
Gpr37l1	ENSMUSG00000026424	1	135167681	135160234	-
Elf3	ENSMUSG00000003051	1	135258568	135253575	-
Rnpep	ENSMUSG00000041926	1	135284084	135262712	-
Timm17a	ENSMUSG00000062580	1	135313778	135295213	-
Shisa4	ENSMUSG00000041889	1	135375237	135371057	-
Ipo9	ENSMUSG00000041879	1	135430499	135382312	-
Gm28277	ENSMUSG00000100620	1	135414186	135409622	-
Nav1	ENSMUSG00000009418	1	135688105	135434580	-
Pkp1	ENSMUSG00000026413	1	135919207	135871395	-
Igfn1	ENSMUSG00000051985	1	136006342	135953578	-
Gm37759	ENSMUSG00000102717	1	136119822	136116577	-
Gm15850	ENSMUSG00000086264	1	136131183	136126178	-
Mroh3	ENSMUSG00000087230	1	136212828	136181652	-
Inava	ENSMUSG00000041605	1	136234264	136213531	-
Gm37552	ENSMUSG00000102941	1	136255846	136252671	-
Gpr25	ENSMUSG00000052759	1	136260873	136259797	-
Camsap2	ENSMUSG00000041570	1	136346104	136268123	-
9230116N13Rik	ENSMUSG00000097403	1	136415519	136411916	-
Gm33994	ENSMUSG00000104509	1	136579477	136576938	-
4933409D19Rik	ENSMUSG00000104366	1	136605468	136603033	-
Platr23	ENSMUSG00000097229	1	136624650	136622098	-
Nr5a2	ENSMUSG00000026398	1	136960448	136842571	-
Gm26979	ENSMUSG00000098045	1	137921312	137917690	-
Gm26936	ENSMUSG00000098145	1	137969240	137928389	-
Ptprc	ENSMUSG00000026395	1	138175708	138062861	-
Gm28556	ENSMUSG00000099459	1	138192127	138190194	-
Nek7	ENSMUSG00000026393	1	138620141	138482875	-
Gm5833	ENSMUSG00000100459	1	138682077	138640095	-
Lhx9	ENSMUSG00000019230	1	138848577	138825186	-
2310009B15Rik	ENSMUSG00000079283	1	138856852	138851983	-
1700019P21Rik	ENSMUSG00000099808	1	138876951	138876272	-
Crb1	ENSMUSG00000063681	1	139377100	139197056	-
Cfhr1	ENSMUSG00000057037	1	139560272	139547053	-
Gm4788	ENSMUSG00000070594	1	139781243	139697623	-
Cfhr2	ENSMUSG00000033898	1	139858702	139804167	-
Cfh	ENSMUSG00000026365	1	140183764	140084708	-
4930590L20Rik	ENSMUSG00000102368	1	140656404	140570176	-
Cdc73	ENSMUSG00000026361	1	143702893	143598800	-
Ro60	ENSMUSG00000018199	1	143777068	143750790	-
Rgs2	ENSMUSG00000026360	1	144004161	143999338	-
Rgs13	ENSMUSG00000051079	1	144177372	144138654	-
Rgs1	ENSMUSG00000026358	1	144249242	144242296	-
Rgs21	ENSMUSG00000098509	1	144567667	144516648	-
Rgs18	ENSMUSG00000026357	1	144775435	144752683	-
Gm29514	ENSMUSG00000099964	1	146495060	146419436	-
A230059L01Rik	ENSMUSG00000087627	1	146807340	146802965	-
Gm15584	ENSMUSG00000085822	1	146841696	146809831	-
Gm29515	ENSMUSG00000099629	1	148248378	148234517	-
Gm29398	ENSMUSG00000101011	1	149449951	149413260	-
Pla2g4a	ENSMUSG00000056220	1	149961290	149829618	-
Ptgs2os	ENSMUSG00000097028	1	150099963	150074873	-
Ptgs2os2	ENSMUSG00000097754	1	150164948	150159043	-
2310030A07Rik	ENSMUSG00000099447	1	150346771	150320681	-
Odr4	ENSMUSG00000006010	1	150393080	150361305	-
Prg4	ENSMUSG00000006014	1	150466165	150449412	-
Hmcn1	ENSMUSG00000066842	1	150993435	150562524	-
Gm10138	ENSMUSG00000100954	1	151345231	151339604	-
Swt1	ENSMUSG00000052748	1	151428455	151367699	-
Rnf2	ENSMUSG00000026484	1	151500955	151458004	-
Gm28181	ENSMUSG00000100357	1	151550943	151549245	-
2810414N06Rik	ENSMUSG00000100594	1	151755018	151748949	-
1700025G04Rik	ENSMUSG00000032666	1	152090125	151852403	-
Tsen15	ENSMUSG00000014980	1	152386688	152370735	-
Rgl1	ENSMUSG00000026482	1	152766351	152516760	-
Gm15479	ENSMUSG00000086145	1	152687501	152684026	-
Gm28792	ENSMUSG00000099868	1	152751824	152731206	-
Smg7	ENSMUSG00000042772	1	152902646	152836995	-
Gm28791	ENSMUSG00000100394	1	152880298	152878520	-
Gm28960	ENSMUSG00000099969	1	153089507	153066481	-
Lamc2	ENSMUSG00000026479	1	153186447	153122756	-
Lamc1	ENSMUSG00000026478	1	153332786	153218922	-
E330020D12Rik	ENSMUSG00000073538	1	153414233	153404827	-
Dhx9	ENSMUSG00000042699	1	153487660	153455758	-
Npl	ENSMUSG00000042684	1	153550045	153503015	-
Gm29529	ENSMUSG00000100945	1	153692656	153690391	-
C230024C17Rik	ENSMUSG00000100334	1	153737829	153721240	-
Gm28513	ENSMUSG00000099568	1	153749324	153743552	-
Rgsl1	ENSMUSG00000042641	1	153844142	153779381	-
Teddm2	ENSMUSG00000045968	1	153900228	153849542	-
Gm29291	ENSMUSG00000101903	1	154006221	154003396	-
Gm28286	ENSMUSG00000100502	1	154034301	154027363	-
A830008E24Rik	ENSMUSG00000100627	1	154117951	154037597	-
4930452N14Rik	ENSMUSG00000099933	1	154256906	154241521	-
Cacna1e	ENSMUSG00000004110	1	154884501	154390731	-
Gm29282	ENSMUSG00000101880	1	155057179	155011332	-
Gm9530	ENSMUSG00000096950	1	155083266	155063447	-
Ier5	ENSMUSG00000056708	1	155099636	155096361	-
Mr1	ENSMUSG00000026471	1	155146814	155127277	-
BC034090	ENSMUSG00000033722	1	155244444	155212471	-
Xpr1	ENSMUSG00000026469	1	155417415	155275701	-
Gm5532	ENSMUSG00000073535	1	155527143	155520173	-
Lhx4	ENSMUSG00000026468	1	155751684	155698031	-
Qsox1	ENSMUSG00000033684	1	155812889	155776029	-
Cep350	ENSMUSG00000033671	1	155973255	155844964	-
Tor1aip1	ENSMUSG00000026466	1	156036480	156004599	-
Fam163a	ENSMUSG00000015484	1	156205026	156075966	-
Tdrd5	ENSMUSG00000060985	1	156303664	156255296	-
Axdnd1	ENSMUSG00000026601	1	156421159	156323509	-
Soat1	ENSMUSG00000026600	1	156474331	156424525	-
Tor3a	ENSMUSG00000060519	1	156674356	156653617	-
Fam20b	ENSMUSG00000033557	1	156719086	156678532	-
Ralgps2	ENSMUSG00000026594	1	156939626	156804166	-
Gm28694	ENSMUSG00000101768	1	157054034	156972760	-
Tex35	ENSMUSG00000026592	1	157108680	157099139	-
Rasal2	ENSMUSG00000070565	1	157412595	157135182	-
Gm15486	ENSMUSG00000087093	1	157511721	157497931	-
Brinp2	ENSMUSG00000004031	1	158356326	158245269	-
Gm37679	ENSMUSG00000103971	1	158554299	158485032	-
Pappa2	ENSMUSG00000073530	1	158980490	158711727	-
1600012P17Rik	ENSMUSG00000047661	1	158980463	158967701	-
Gm38039	ENSMUSG00000103719	1	159931726	159928390	-
Gm37294	ENSMUSG00000104111	1	160044331	160041701	-
4930562F07Rik	ENSMUSG00000026729	1	160077985	160074735	-
Tnn	ENSMUSG00000026725	1	160153580	160085029	-
Cacybp	ENSMUSG00000014226	1	160212875	160202367	-
Rabgap1l	ENSMUSG00000026721	1	160793211	160219174	-
Gm37529	ENSMUSG00000103693	1	160327078	160321686	-
Gpr52	ENSMUSG00000118401	1	160577974	160576338	-
Gm37328	ENSMUSG00000103200	1	160726681	160726042	-
Zbtb37	ENSMUSG00000043467	1	161034849	161002922	-
Dars2	ENSMUSG00000026709	1	161070658	161040601	-
Klhl20	ENSMUSG00000026705	1	161131511	161088375	-
Tex50	ENSMUSG00000049160	1	161159314	161154558	-
Prdx6	ENSMUSG00000026701	1	161251219	161240112	-
Fasl	ENSMUSG00000000817	1	161788495	161780689	-
Suco	ENSMUSG00000040297	1	161876682	161816114	-
4930558K02Rik	ENSMUSG00000086277	1	161979636	161942086	-
Dnm3	ENSMUSG00000040265	1	162478034	161982453	-
Eef1aknmt	ENSMUSG00000026694	1	162548551	162532127	-
Myocos	ENSMUSG00000091060	1	162658219	162647193	-
Prrc2c	ENSMUSG00000040225	1	162740556	162670725	-
Fmo4	ENSMUSG00000026692	1	162813972	162793188	-
Fmo1	ENSMUSG00000040181	1	162866610	162829561	-
Fmo2	ENSMUSG00000040170	1	162898726	162874317	-
Fmo6	ENSMUSG00000095576	1	162937515	162916551	-
Fmo3	ENSMUSG00000026691	1	162984528	162953800	-
Mroh9	ENSMUSG00000071890	1	163085670	163024302	-
Prrx1	ENSMUSG00000026586	1	163313710	163245119	-
Gorab	ENSMUSG00000040124	1	163403669	163384908	-
Mettl11b	ENSMUSG00000040113	1	163725232	163702256	-
BC055324	ENSMUSG00000041406	1	163994796	163945993	-
Gm16587	ENSMUSG00000090081	1	164146366	164143432	-
Gm16548	ENSMUSG00000086593	1	164152217	164148591	-
Blzf1	ENSMUSG00000026577	1	164307489	164289800	-
Atp1b1	ENSMUSG00000026576	1	164458355	164437109	-
Gm37853	ENSMUSG00000102897	1	164698233	164640953	-
Gm36945	ENSMUSG00000102163	1	164712541	164705419	-
Gm32569	ENSMUSG00000103659	1	164899591	164803969	-
Xcl1	ENSMUSG00000026573	1	164935527	164931644	-
4930568G15Rik	ENSMUSG00000102408	1	165091928	165064024	-
Tbx19	ENSMUSG00000026572	1	165160773	165137855	-
Sft2d2	ENSMUSG00000040848	1	165194438	165174337	-
Tiprl	ENSMUSG00000040843	1	165236996	165212286	-
Gm38190	ENSMUSG00000102302	1	165235125	165230371	-
Dcaf6	ENSMUSG00000026571	1	165460475	165328698	-
Gm37864	ENSMUSG00000102401	1	165454629	165451555	-
Gm38325	ENSMUSG00000103583	1	165495167	165493791	-
Mpzl1	ENSMUSG00000026566	1	165634538	165592240	-
Rcsd1	ENSMUSG00000040723	1	165709757	165646516	-
Gm36972	ENSMUSG00000104306	1	165777155	165775868	-
Gm37469	ENSMUSG00000102154	1	165849044	165848155	-
Pou2f1	ENSMUSG00000026565	1	166002678	165865154	-
Dusp27	ENSMUSG00000026564	1	166127922	166098148	-
Mael	ENSMUSG00000040629	1	166238747	166201201	-
5330438I03Rik	ENSMUSG00000091393	1	166309585	166306741	-
Gm15853	ENSMUSG00000103400	1	166380493	166377878	-
Pogk	ENSMUSG00000040596	1	166409863	166384622	-
Gm4846	ENSMUSG00000086056	1	166497588	166483613	-
Gm4847	ENSMUSG00000051081	1	166647693	166628971	-
Fmo9	ENSMUSG00000026560	1	166681845	166662055	-
Gm16701	ENSMUSG00000102548	1	166999728	166974023	-
Gm16701	ENSMUSG00000097823	1	167000841	166998295	-
Uck2	ENSMUSG00000026558	1	167285320	167222883	-
Mgst3	ENSMUSG00000026688	1	167393841	167371966	-
Lrrc52	ENSMUSG00000040485	1	167466780	167445669	-
Pbx1	ENSMUSG00000052534	1	168432270	168119364	-
Gm37839	ENSMUSG00000103530	1	169347632	169328529	-
Nuf2	ENSMUSG00000026683	1	169531464	169497934	-
Rgs4	ENSMUSG00000038530	1	169747642	169741477	-
Gm15852	ENSMUSG00000089990	1	169934248	169932698	-
Hsd17b7	ENSMUSG00000026675	1	169969241	169949535	-
Ddr2	ENSMUSG00000026674	1	170110762	169972307	-
Uap1	ENSMUSG00000026670	1	170174957	170141938	-
Gm37502	ENSMUSG00000103908	1	170177772	170175382	-
Uhmk1	ENSMUSG00000026667	1	170215397	170193420	-
Gm7694	ENSMUSG00000102752	1	170306332	170298199	-
Nos1ap	ENSMUSG00000038473	1	170589861	170302668	-
Atf6	ENSMUSG00000026663	1	170867771	170704674	-
Dusp12	ENSMUSG00000026659	1	170885540	170873498	-
Fcrlb	ENSMUSG00000070524	1	170912941	170907273	-
Fcrla	ENSMUSG00000038421	1	170927583	170917576	-
Fcgr2b	ENSMUSG00000026656	1	170976547	170958617	-
Fcgr3	ENSMUSG00000059498	1	171064935	171051174	-
Sdhc	ENSMUSG00000058076	1	171150603	171127165	-
Pcp4l1	ENSMUSG00000038370	1	171196268	171173262	-
Tomm40l	ENSMUSG00000005674	1	171222514	171216011	-
Fcer1g	ENSMUSG00000058715	1	171234365	171229572	-
Ndufs2	ENSMUSG00000013593	1	171251388	171234853	-
Ppox	ENSMUSG00000062729	1	171281186	171275990	-
Usp21	ENSMUSG00000053483	1	171287991	171281945	-
Ufc1	ENSMUSG00000062963	1	171295024	171288563	-
Gm20045	ENSMUSG00000103983	1	171326177	171320601	-
Nit1	ENSMUSG00000013997	1	171345646	171338008	-
Klhdc9	ENSMUSG00000045259	1	171360798	171358446	-
B930036N10Rik	ENSMUSG00000091993	1	171504111	171500568	-
Itln1	ENSMUSG00000038209	1	171535294	171518122	-
Ly9	ENSMUSG00000004707	1	171607410	171588624	-
Slamf7	ENSMUSG00000038179	1	171653035	171632403	-
A630035G10Rik	ENSMUSG00000103083	1	171681980	171676684	-
Gm37065	ENSMUSG00000104413	1	171919356	171909957	-
Vangl2	ENSMUSG00000026556	1	172028444	172000960	-
Nhlh1	ENSMUSG00000051251	1	172057573	172052292	-
Ncstn	ENSMUSG00000003458	1	172082795	172066013	-
Gm37756	ENSMUSG00000103380	1	172092679	172089910	-
Pea15a	ENSMUSG00000013698	1	172206804	172196728	-
Casq1	ENSMUSG00000007122	1	172219868	172209894	-
Atp1a4	ENSMUSG00000007107	1	172258414	172223513	-
Atp1a2	ENSMUSG00000007097	1	172298064	172271709	-
Kcnj9	ENSMUSG00000038026	1	172329318	172320501	-
4933439K11Rik	ENSMUSG00000085184	1	172558129	172538133	-
Slamf8	ENSMUSG00000053318	1	172590568	172581758	-
Fcrl6	ENSMUSG00000070504	1	172602551	172596642	-
Dusp23	ENSMUSG00000026544	1	172632962	172630764	-
Apcs	ENSMUSG00000026542	1	172895041	172893961	-
Olfr1408	ENSMUSG00000062527	1	173137374	173128049	-
Olfr1406	ENSMUSG00000058981	1	173190640	173181853	-
Fcer1a	ENSMUSG00000005339	1	173227214	173221284	-
Mptx2	ENSMUSG00000079180	1	173277777	173274382	-
Ackr1	ENSMUSG00000037872	1	173333750	173331886	-
Cadm3	ENSMUSG00000005338	1	173367695	173333258	-
Ifi206	ENSMUSG00000037849	1	173491041	173468485	-
Ifi214	ENSMUSG00000070501	1	173535957	173519717	-
Ifi213	ENSMUSG00000073491	1	173599274	173566283	-
Ifi207	ENSMUSG00000073490	1	173741747	173723427	-
Ifi204	ENSMUSG00000073489	1	173766943	173747293	-
Mndal	ENSMUSG00000090272	1	173880881	173849126	-
Ifi211	ENSMUSG00000026536	1	173913046	173896345	-
Ifi203	ENSMUSG00000039997	1	173942672	173920407	-
Ifi202b	ENSMUSG00000026535	1	173982744	173962568	-
Ifi205	ENSMUSG00000054203	1	174031810	174011998	-
Olfr231	ENSMUSG00000046486	1	174121162	174113211	-
Olfr419	ENSMUSG00000050788	1	174252061	174248514	-
Grem2	ENSMUSG00000050069	1	174921819	174833785	-
Rgs7	ENSMUSG00000026527	1	175492500	175059087	-
Fh1	ENSMUSG00000026526	1	175625635	175600374	-
Opn3	ENSMUSG00000026525	1	175692776	175662421	-
Chml	ENSMUSG00000078185	1	175692901	175682237	-
Pld5	ENSMUSG00000055214	1	176275312	175962306	-
Rbm8a2	ENSMUSG00000078184	1	175979114	175977777	-
Gm36536	ENSMUSG00000104021	1	176527273	176430111	-
Cep170	ENSMUSG00000057335	1	176814067	176733653	-
Gm15423	ENSMUSG00000087082	1	176932711	176927999	-
Akt3	ENSMUSG00000019699	1	177258203	177020073	-
Gm26801	ENSMUSG00000097892	1	177443270	177428338	-
Gm37280	ENSMUSG00000102885	1	177594522	177589021	-
2310043L19Rik	ENSMUSG00000101746	1	177642943	177641542	-
Adss	ENSMUSG00000015961	1	177796511	177762962	-
4930527J03Rik	ENSMUSG00000070489	1	178276641	178276047	-
B230369F24Rik	ENSMUSG00000086350	1	178318549	178313328	-
Hnrnpu	ENSMUSG00000039630	1	178337797	178321108	-
Gm16564	ENSMUSG00000089713	1	178917614	178898582	-
Smyd3	ENSMUSG00000055067	1	179518041	178951960	-
Tfb2m	ENSMUSG00000026492	1	179546267	179528055	-
Kif28	ENSMUSG00000087236	1	179745271	179695297	-
Ahctf1	ENSMUSG00000026491	1	179803680	179744894	-
Coq8a	ENSMUSG00000026489	1	180199602	180165238	-
Gm37336	ENSMUSG00000104520	1	180212401	180202303	-
Psen2	ENSMUSG00000010609	1	180263438	180227004	-
Stum	ENSMUSG00000053963	1	180483504	180432387	-
Gm37267	ENSMUSG00000102608	1	180519727	180508778	-
Mixl1	ENSMUSG00000026497	1	180697034	180693043	-
Gm37768	ENSMUSG00000103649	1	180755836	180743210	-
Gm38293	ENSMUSG00000103156	1	180768656	180763497	-
H3f3a	ENSMUSG00000060743	1	180813943	180800832	-
2210411M09Rik	ENSMUSG00000085563	1	180958149	180952064	-
Ephx1	ENSMUSG00000038776	1	181020904	180976210	-
Nvl	ENSMUSG00000026516	1	181144204	181087138	-
Wdr26	ENSMUSG00000038733	1	181212001	181173228	-
Ccdc121	ENSMUSG00000050625	1	181511451	181509633	-
Lbr	ENSMUSG00000004880	1	181843046	181815335	-
Gm5533	ENSMUSG00000056699	1	181853189	181851574	-
Enah	ENSMUSG00000022995	1	182019990	181896384	-
Vmn1r1	ENSMUSG00000091013	1	182164486	182154704	-
Degs1	ENSMUSG00000038633	1	182282804	182275772	-
Fbxo28	ENSMUSG00000047539	1	182341629	182313102	-
Capn2	ENSMUSG00000026509	1	182517608	182467260	-
Ccdc185	ENSMUSG00000043429	1	182749180	182747126	-
Disp1	ENSMUSG00000030768	1	183221522	183086266	-
Brox	ENSMUSG00000046836	1	183297269	183276352	-
Mia3	ENSMUSG00000056050	1	183369553	183326725	-
1700056E22Rik	ENSMUSG00000044854	1	184034301	184033030	-
Gm37712	ENSMUSG00000102794	1	184382441	184376344	-
1700112H15Rik	ENSMUSG00000101574	1	184557691	184527841	-
